trial_no,generation,evaluations_num,elapsed_secs,mean,stdev,best_fit,
7,0,10000,19,0.092601,0.113734,0.323184,
7,10,20000,45,0.092996,0.113997,0.323184,
7,20,30000,67,0.093477,0.114293,0.323184,
7,30,40000,92,0.093934,0.114603,0.349867,
7,40,50000,111,0.094389,0.114878,0.349867,
7,50,60000,132,0.094791,0.115114,0.349867,
7,60,70000,150,0.095262,0.115396,0.349867,
7,70,80000,170,0.095662,0.115653,0.349867,
7,80,90000,189,0.096000,0.115871,0.349867,
7,90,100000,207,0.096438,0.116132,0.349867,
7,100,110000,226,0.096792,0.116371,0.349867,
7,110,120000,250,0.097236,0.116620,0.349867,
7,120,130000,268,0.097676,0.116902,0.349867,
7,130,140000,292,0.098029,0.117124,0.349867,
7,140,150000,312,0.098428,0.117343,0.349867,
7,150,160000,334,0.098800,0.117566,0.349867,
7,160,170000,355,0.099207,0.117809,0.352299,
7,170,180000,375,0.099640,0.118037,0.352299,
7,180,190000,394,0.100035,0.118286,0.352299,
7,190,200000,419,0.100427,0.118534,0.352299,
7,200,210000,437,0.100795,0.118769,0.352299,
7,210,220000,458,0.101190,0.118998,0.352299,
7,220,230000,479,0.101603,0.119234,0.352299,
7,230,240000,498,0.102083,0.119510,0.352299,
7,240,250000,516,0.102507,0.119739,0.352299,
7,250,260000,534,0.102894,0.119966,0.352299,
7,260,270000,556,0.103282,0.120159,0.352299,
7,270,280000,576,0.103572,0.120355,0.352299,
7,280,290000,599,0.104034,0.120611,0.352299,
7,290,300000,619,0.104407,0.120826,0.352299,
7,300,310000,639,0.104789,0.121035,0.352299,
7,310,320000,667,0.105121,0.121207,0.352299,
7,320,330000,685,0.105450,0.121394,0.352299,
7,330,340000,703,0.105822,0.121605,0.352299,
7,340,350000,720,0.106253,0.121847,0.352299,
7,350,360000,739,0.106550,0.122004,0.352299,
7,360,370000,757,0.107021,0.122234,0.352299,
7,370,380000,781,0.107383,0.122404,0.352299,
7,380,390000,803,0.107725,0.122597,0.352299,
7,390,400000,822,0.108126,0.122797,0.352299,
7,400,410000,843,0.108590,0.123023,0.352299,
7,410,420000,868,0.108873,0.123182,0.352299,
7,420,430000,890,0.109293,0.123395,0.362787,
7,430,440000,913,0.109744,0.123580,0.362787,
7,440,450000,936,0.110111,0.123781,0.362787,
7,450,460000,959,0.110589,0.123997,0.362787,
7,460,470000,981,0.111037,0.124174,0.362787,
7,470,480000,1004,0.111280,0.124291,0.362787,
7,480,490000,1023,0.111738,0.124492,0.362787,
7,490,500000,1046,0.112133,0.124676,0.362787,
7,500,510000,1069,0.112619,0.124885,0.362787,
7,510,520000,1088,0.113021,0.125064,0.362787,
7,520,530000,1107,0.113465,0.125244,0.362787,
7,530,540000,1133,0.113824,0.125395,0.362787,
7,540,550000,1156,0.114246,0.125565,0.362787,
7,550,560000,1180,0.114593,0.125741,0.362787,
7,560,570000,1201,0.114994,0.125906,0.362787,
