trial_no,generation,evaluations_num,elapsed_secs,mean,stdev,best_fit,
4,0,10000,19,0.086839,0.100120,0.296372,
4,10,20000,40,0.087233,0.100356,0.296372,
4,20,30000,62,0.087650,0.100568,0.296372,
4,30,40000,87,0.088011,0.100806,0.296372,
4,40,50000,110,0.088362,0.101036,0.296420,
4,50,60000,132,0.088696,0.101248,0.296420,
4,60,70000,154,0.089102,0.101469,0.296420,
4,70,80000,180,0.089430,0.101685,0.297233,
4,80,90000,205,0.089738,0.101879,0.297408,
4,90,100000,227,0.090111,0.102115,0.297408,
4,100,110000,246,0.090434,0.102296,0.297408,
4,110,120000,273,0.090756,0.102500,0.297408,
4,120,130000,297,0.091168,0.102724,0.313454,
4,130,140000,315,0.091544,0.102922,0.313454,
4,140,150000,334,0.091797,0.103113,0.313454,
4,150,160000,354,0.092195,0.103321,0.313454,
4,160,170000,375,0.092619,0.103519,0.313454,
4,170,180000,398,0.092887,0.103661,0.313454,
4,180,190000,417,0.093269,0.103851,0.313454,
4,190,200000,436,0.093632,0.104050,0.313454,
4,200,210000,454,0.093922,0.104218,0.313454,
4,210,220000,474,0.094366,0.104422,0.313454,
4,220,230000,496,0.094744,0.104617,0.313454,
4,230,240000,522,0.095127,0.104818,0.313454,
4,240,250000,540,0.095472,0.105013,0.313454,
4,250,260000,560,0.095924,0.105228,0.313454,
4,260,270000,580,0.096305,0.105409,0.313454,
4,270,280000,599,0.096628,0.105557,0.313454,
4,280,290000,620,0.097044,0.105760,0.313454,
4,290,300000,644,0.097363,0.105915,0.313454,
4,300,310000,666,0.097716,0.106076,0.313454,
4,310,320000,694,0.098067,0.106243,0.313454,
4,320,330000,718,0.098372,0.106407,0.313454,
4,330,340000,738,0.098742,0.106570,0.313454,
4,340,350000,764,0.099038,0.106713,0.313454,
4,350,360000,785,0.099364,0.106846,0.313454,
4,360,370000,806,0.099699,0.106997,0.313454,
4,370,380000,830,0.100018,0.107165,0.313454,
4,380,390000,851,0.100264,0.107300,0.313454,
4,390,400000,872,0.100680,0.107493,0.313454,
4,400,410000,893,0.101063,0.107647,0.313454,
4,410,420000,914,0.101395,0.107817,0.313454,
4,420,430000,937,0.101796,0.107968,0.313454,
4,430,440000,961,0.102096,0.108091,0.313454,
4,440,450000,981,0.102385,0.108236,0.313454,
4,450,460000,1002,0.102681,0.108381,0.313454,
4,460,470000,1023,0.102950,0.108536,0.326498,
4,470,480000,1043,0.103267,0.108672,0.326498,
4,480,490000,1065,0.103613,0.108850,0.326498,
4,490,500000,1089,0.103997,0.109008,0.326498,
4,500,510000,1112,0.104262,0.109125,0.326498,
4,510,520000,1137,0.104490,0.109237,0.326498,
4,520,530000,1161,0.104870,0.109390,0.326498,
4,530,540000,1179,0.105212,0.109535,0.326498,
4,540,550000,1202,0.105565,0.109659,0.326498,
4,550,560000,1223,0.105806,0.109807,0.326498,
4,560,570000,1248,0.106009,0.109921,0.326498,
4,570,580000,1266,0.106330,0.110039,0.326498,
4,580,590000,1289,0.106627,0.110168,0.326498,
4,590,600000,1317,0.106883,0.110271,0.326498,
4,600,610000,1338,0.107228,0.110405,0.326498,
4,610,620000,1361,0.107574,0.110529,0.326498,
4,620,630000,1381,0.107879,0.110648,0.326498,
4,630,640000,1400,0.108262,0.110777,0.326498,
4,640,650000,1418,0.108596,0.110875,0.326498,
4,650,660000,1440,0.108881,0.110985,0.326498,
4,660,670000,1460,0.109202,0.111131,0.326498,
4,670,680000,1484,0.109555,0.111277,0.326498,
4,680,690000,1508,0.109887,0.111408,0.326498,
4,690,700000,1531,0.110282,0.111548,0.332626,
4,700,710000,1551,0.110618,0.111673,0.332626,
4,710,720000,1569,0.110996,0.111783,0.332626,
4,720,730000,1588,0.111341,0.111911,0.332626,
4,730,740000,1608,0.111674,0.112003,0.332626,
4,740,750000,1634,0.112020,0.112107,0.332626,
4,750,760000,1653,0.112349,0.112224,0.332626,
4,760,770000,1675,0.112674,0.112356,0.358144,
4,770,780000,1701,0.112933,0.112448,0.358144,
4,780,790000,1723,0.113215,0.112537,0.358144,
4,790,800000,1749,0.113470,0.112629,0.358144,
4,800,810000,1771,0.113663,0.112740,0.358144,
4,810,820000,1797,0.114025,0.112864,0.358144,
4,820,830000,1823,0.114437,0.112971,0.358144,
4,830,840000,1847,0.114745,0.113066,0.358144,
4,840,850000,1866,0.115067,0.113189,0.358144,
4,850,860000,1890,0.115398,0.113283,0.358144,
4,860,870000,1912,0.115695,0.113388,0.358144,
4,870,880000,1930,0.116057,0.113486,0.358144,
4,880,890000,1953,0.116247,0.113548,0.358144,
4,890,900000,1972,0.116444,0.113607,0.358144,
4,900,910000,1993,0.116741,0.113699,0.358144,
4,910,920000,2012,0.117162,0.113786,0.358144,
4,920,930000,2038,0.117574,0.113862,0.358144,
4,930,940000,2061,0.117827,0.113941,0.358144,
4,940,950000,2085,0.118149,0.114036,0.358144,
4,950,960000,2105,0.118481,0.114103,0.358144,
4,960,970000,2127,0.118777,0.114190,0.358144,
4,970,980000,2152,0.118958,0.114269,0.358144,
4,980,990000,2171,0.119281,0.114345,0.358144,
4,990,1000000,2194,0.119654,0.114438,0.358144,
4,1000,1010000,2224,0.119898,0.114520,0.358144,
4,1010,1020000,2245,0.120241,0.114583,0.358144,
4,1020,1030000,2264,0.120571,0.114681,0.358144,
4,1030,1040000,2282,0.120941,0.114743,0.358144,
4,1040,1050000,2300,0.121295,0.114846,0.358144,
4,1050,1060000,2323,0.121628,0.114948,0.358144,
4,1060,1070000,2342,0.121939,0.115043,0.358144,
4,1070,1080000,2362,0.122236,0.115127,0.358144,
4,1080,1090000,2387,0.122491,0.115194,0.358144,
4,1090,1100000,2414,0.122775,0.115262,0.358144,
