trial_no,generation,evaluations_num,elapsed_secs,mean,stdev,best_fit,
3,0,10000,18,0.105714,0.117361,0.340044,
3,10,20000,45,0.106077,0.117590,0.340044,
3,20,30000,72,0.106477,0.117870,0.340612,
3,30,40000,93,0.106952,0.118153,0.394357,
3,40,50000,112,0.107393,0.118425,0.394357,
3,50,60000,134,0.107753,0.118667,0.394357,
3,60,70000,160,0.108043,0.118914,0.394357,
3,70,80000,180,0.108428,0.119184,0.394357,
3,80,90000,206,0.108871,0.119443,0.394357,
3,90,100000,229,0.109339,0.119739,0.394357,
3,100,110000,253,0.109839,0.120030,0.394357,
3,110,120000,275,0.110236,0.120263,0.394357,
3,120,130000,294,0.110637,0.120494,0.394357,
3,130,140000,317,0.111027,0.120731,0.394357,
3,140,150000,336,0.111333,0.120920,0.394357,
3,150,160000,358,0.111724,0.121170,0.394357,
3,160,170000,384,0.112189,0.121434,0.394357,
3,170,180000,409,0.112619,0.121663,0.394357,
3,180,190000,436,0.113009,0.121882,0.394357,
3,190,200000,456,0.113404,0.122136,0.394357,
3,200,210000,479,0.113787,0.122380,0.394357,
3,210,220000,500,0.114129,0.122581,0.394357,
3,220,230000,521,0.114551,0.122839,0.394357,
3,230,240000,542,0.114865,0.122997,0.394357,
3,240,250000,566,0.115199,0.123182,0.394357,
3,250,260000,591,0.115637,0.123387,0.394357,
3,260,270000,614,0.115962,0.123562,0.394357,
3,270,280000,636,0.116353,0.123746,0.394357,
3,280,290000,657,0.116793,0.123973,0.394357,
3,290,300000,681,0.117106,0.124130,0.394357,
3,300,310000,706,0.117397,0.124308,0.394357,
3,310,320000,729,0.117739,0.124480,0.394357,
3,320,330000,753,0.118102,0.124686,0.394357,
3,330,340000,775,0.118503,0.124929,0.394357,
3,340,350000,799,0.118957,0.125136,0.394357,
3,350,360000,819,0.119409,0.125355,0.394357,
3,360,370000,840,0.119897,0.125579,0.394357,
3,370,380000,863,0.120370,0.125763,0.394357,
3,380,390000,886,0.120735,0.125990,0.394357,
3,390,400000,910,0.121234,0.126207,0.394357,
3,400,410000,934,0.121595,0.126402,0.394357,
3,410,420000,955,0.121974,0.126590,0.394357,
3,420,430000,980,0.122374,0.126769,0.394357,
3,430,440000,1009,0.122782,0.126951,0.394357,
3,440,450000,1031,0.123087,0.127092,0.394357,
3,450,460000,1053,0.123451,0.127238,0.394357,
3,460,470000,1075,0.123760,0.127367,0.394357,
3,470,480000,1099,0.124177,0.127610,0.394357,
3,480,490000,1124,0.124515,0.127771,0.394357,
3,490,500000,1150,0.124887,0.127947,0.394357,
3,500,510000,1174,0.125313,0.128115,0.394357,
3,510,520000,1194,0.125690,0.128294,0.394357,
3,520,530000,1214,0.126102,0.128478,0.394357,
3,530,540000,1235,0.126524,0.128645,0.394357,
3,540,550000,1259,0.126989,0.128837,0.394357,
3,550,560000,1285,0.127352,0.128997,0.394357,
3,560,570000,1307,0.127836,0.129186,0.394357,
3,570,580000,1330,0.128230,0.129339,0.394357,
3,580,590000,1351,0.128650,0.129522,0.394357,
3,590,600000,1371,0.129082,0.129671,0.394357,
3,600,610000,1397,0.129460,0.129815,0.394357,
3,610,620000,1417,0.129852,0.129966,0.394357,
3,620,630000,1437,0.130361,0.130114,0.394357,
3,630,640000,1462,0.130710,0.130260,0.394357,
3,640,650000,1486,0.131081,0.130426,0.394357,
3,650,660000,1515,0.131517,0.130596,0.394357,
3,660,670000,1538,0.131851,0.130752,0.394357,
3,670,680000,1561,0.132279,0.130920,0.394357,
3,680,690000,1583,0.132684,0.131074,0.394357,
3,690,700000,1605,0.133105,0.131247,0.394357,
3,700,710000,1626,0.133510,0.131402,0.394357,
3,710,720000,1649,0.133845,0.131529,0.394357,
3,720,730000,1674,0.134178,0.131665,0.394357,
3,730,740000,1696,0.134659,0.131800,0.394357,
3,740,750000,1714,0.135136,0.131944,0.394357,
3,750,760000,1735,0.135558,0.132087,0.394357,
3,760,770000,1760,0.136011,0.132225,0.394357,
3,770,780000,1785,0.136337,0.132345,0.394357,
3,780,790000,1808,0.136700,0.132465,0.394357,
3,790,800000,1833,0.137211,0.132590,0.394357,
3,800,810000,1856,0.137565,0.132730,0.394357,
3,810,820000,1884,0.137950,0.132858,0.394357,
3,820,830000,1906,0.138246,0.132976,0.394357,
3,830,840000,1931,0.138529,0.133088,0.394357,
3,840,850000,1951,0.138875,0.133225,0.394357,
3,850,860000,1974,0.139204,0.133334,0.394357,
3,860,870000,1995,0.139533,0.133435,0.394357,
3,870,880000,2018,0.139960,0.133600,0.450112,
3,880,890000,2042,0.140341,0.133710,0.450112,
3,890,900000,2072,0.140723,0.133825,0.450112,
3,900,910000,2092,0.141063,0.133969,0.450112,
3,910,920000,2119,0.141380,0.134077,0.450112,
3,920,930000,2139,0.141755,0.134171,0.450112,
3,930,940000,2163,0.141952,0.134256,0.450112,
3,940,950000,2185,0.142329,0.134370,0.450112,
3,950,960000,2204,0.142702,0.134465,0.450112,
3,960,970000,2223,0.143051,0.134570,0.450112,
3,970,980000,2246,0.143383,0.134673,0.450112,
3,980,990000,2269,0.143714,0.134752,0.450112,
3,990,1000000,2288,0.144106,0.134830,0.450112,
3,1000,1010000,2318,0.144502,0.134964,0.450112,
3,1010,1020000,2348,0.144894,0.135071,0.450112,
3,1020,1030000,2373,0.145265,0.135179,0.450112,
3,1030,1040000,2401,0.145682,0.135274,0.450112,
3,1040,1050000,2432,0.145944,0.135369,0.450112,
3,1050,1060000,2461,0.146391,0.135460,0.450112,
3,1060,1070000,2483,0.146710,0.135534,0.450112,
3,1070,1080000,2510,0.147105,0.135617,0.450112,
3,1080,1090000,2533,0.147434,0.135731,0.450112,
3,1090,1100000,2560,0.147833,0.135817,0.450112,
3,1100,1110000,2585,0.148168,0.135915,0.450112,
3,1110,1120000,2609,0.148406,0.135979,0.450112,
3,1120,1130000,2631,0.148835,0.136071,0.450112,
3,1130,1140000,2653,0.149172,0.136169,0.450112,
3,1140,1150000,2672,0.149584,0.136261,0.450112,
3,1150,1160000,2693,0.150028,0.136338,0.450112,
3,1160,1170000,2712,0.150436,0.136425,0.450112,
3,1170,1180000,2736,0.150742,0.136520,0.450112,
3,1180,1190000,2763,0.151142,0.136573,0.450112,
3,1190,1200000,2790,0.151543,0.136665,0.450112,
3,1200,1210000,2818,0.151887,0.136748,0.450112,
3,1210,1220000,2841,0.152256,0.136815,0.450112,
3,1220,1230000,2861,0.152538,0.136893,0.450112,
3,1230,1240000,2880,0.152833,0.136989,0.450112,
3,1240,1250000,2899,0.153203,0.137084,0.450112,
3,1250,1260000,2917,0.153523,0.137166,0.450112,
3,1260,1270000,2937,0.153884,0.137273,0.450112,
3,1270,1280000,2956,0.154313,0.137360,0.450112,
3,1280,1290000,2978,0.154740,0.137466,0.450112,
3,1290,1300000,3004,0.155112,0.137529,0.450112,
3,1300,1310000,3023,0.155508,0.137577,0.450112,
3,1310,1320000,3044,0.155881,0.137629,0.450112,
3,1320,1330000,3063,0.156266,0.137721,0.450112,
3,1330,1340000,3088,0.156717,0.137798,0.450112,
3,1340,1350000,3113,0.157040,0.137879,0.450112,
3,1350,1360000,3131,0.157327,0.137975,0.450112,
3,1360,1370000,3152,0.157589,0.138047,0.450112,
3,1370,1380000,3172,0.157867,0.138114,0.450112,
3,1380,1390000,3193,0.158330,0.138195,0.450112,
3,1390,1400000,3215,0.158629,0.138275,0.450112,
3,1400,1410000,3238,0.158966,0.138345,0.450112,
3,1410,1420000,3267,0.159217,0.138413,0.450112,
3,1420,1430000,3286,0.159679,0.138479,0.450112,
3,1430,1440000,3310,0.160038,0.138538,0.450112,
3,1440,1450000,3331,0.160323,0.138595,0.450112,
3,1450,1460000,3356,0.160647,0.138667,0.450112,
3,1460,1470000,3380,0.160908,0.138712,0.450112,
3,1470,1480000,3405,0.161150,0.138784,0.450112,
3,1480,1490000,3429,0.161545,0.138812,0.450112,
3,1490,1500000,3453,0.161806,0.138887,0.450112,
3,1500,1510000,3478,0.162071,0.138928,0.450112,
3,1510,1520000,3504,0.162450,0.139021,0.450112,
3,1520,1530000,3530,0.162831,0.139093,0.450112,
3,1530,1540000,3556,0.163147,0.139151,0.450112,
3,1540,1550000,3581,0.163337,0.139223,0.450112,
3,1550,1560000,3602,0.163681,0.139284,0.450112,
3,1560,1570000,3626,0.163950,0.139349,0.450112,
3,1570,1580000,3647,0.164263,0.139398,0.450112,
3,1580,1590000,3666,0.164634,0.139431,0.450112,
3,1590,1600000,3687,0.165030,0.139486,0.450112,
3,1600,1610000,3715,0.165309,0.139537,0.450112,
3,1610,1620000,3737,0.165630,0.139572,0.450112,
3,1620,1630000,3757,0.165928,0.139635,0.450112,
3,1630,1640000,3784,0.166276,0.139667,0.450112,
3,1640,1650000,3813,0.166639,0.139708,0.450112,
3,1650,1660000,3838,0.167035,0.139749,0.450112,
3,1660,1670000,3857,0.167395,0.139796,0.459958,
3,1670,1680000,3877,0.167524,0.139863,0.459958,
3,1680,1690000,3897,0.167845,0.139910,0.459958,
3,1690,1700000,3918,0.168262,0.139911,0.459958,
3,1700,1710000,3946,0.168642,0.139946,0.459958,
3,1710,1720000,3966,0.168967,0.140001,0.459958,
3,1720,1730000,3989,0.169286,0.140028,0.459958,
3,1730,1740000,4008,0.169606,0.140087,0.459958,
3,1740,1750000,4028,0.169961,0.140111,0.459958,
3,1750,1760000,4052,0.170226,0.140169,0.459958,
3,1760,1770000,4074,0.170617,0.140190,0.459958,
3,1770,1780000,4099,0.170909,0.140224,0.459958,
3,1780,1790000,4119,0.171202,0.140233,0.459958,
3,1790,1800000,4142,0.171448,0.140274,0.459958,
3,1800,1810000,4165,0.171720,0.140312,0.459958,
3,1810,1820000,4193,0.172060,0.140345,0.459958,
3,1820,1830000,4217,0.172395,0.140390,0.459958,
3,1830,1840000,4245,0.172632,0.140443,0.459958,
3,1840,1850000,4268,0.172829,0.140480,0.459958,
3,1850,1860000,4287,0.173158,0.140491,0.459958,
3,1860,1870000,4307,0.173432,0.140531,0.459958,
3,1870,1880000,4335,0.173752,0.140554,0.459958,
3,1880,1890000,4353,0.174178,0.140558,0.459958,
3,1890,1900000,4375,0.174499,0.140557,0.459958,
3,1900,1910000,4397,0.174736,0.140598,0.459958,
3,1910,1920000,4420,0.175055,0.140627,0.459958,
3,1920,1930000,4445,0.175438,0.140668,0.463392,
3,1930,1940000,4470,0.175768,0.140685,0.463392,
3,1940,1950000,4494,0.176098,0.140719,0.463392,
3,1950,1960000,4514,0.176375,0.140769,0.463392,
3,1960,1970000,4539,0.176660,0.140791,0.463392,
3,1970,1980000,4562,0.176940,0.140824,0.463392,
3,1980,1990000,4586,0.177299,0.140834,0.463392,
3,1990,2000000,4606,0.177684,0.140826,0.463392,
3,2000,2010000,4627,0.178041,0.140848,0.463392,
3,2010,2020000,4649,0.178343,0.140877,0.463392,
3,2020,2030000,4673,0.178538,0.140890,0.463392,
3,2030,2040000,4700,0.178781,0.140917,0.463392,
